time0,time1,time2,strike,MOT_max,MOT_min,McCormick_max,McCormick_min,Ratios
2022-03-01,2022-03-04,2022-03-25,50,1.6045871957450273,1.2706387852372498,1.6009197474147994,1.2817944352598245,0.9556126099529455
2022-03-02,2022-03-04,2022-03-25,51,1.2735474943603349,0.9007341727406539,1.1685853105573956,1.1161960791665662,0.14052403268001612
2022-03-07,2022-03-11,2022-04-01,49,1.5887740646407702,1.4396574523381898,1.5810556185858191,1.4611527028031297,0.8040882496672338
2022-03-18,2022-03-25,2022-04-14,51,0.8274116935591832,0.6311349337159272,0.8056124443815379,0.6578096792982541,0.753032428298272
2022-03-23,2022-03-25,2022-04-14,50,1.230786858071732,0.9762170855055363,1.2240592608392502,0.9822308812435173,0.9499493092128615
2022-03-29,2022-04-01,2022-04-22,51,1.1246625531241201,0.9707496007451134,1.1149900088477407,0.9826374393523906,0.8599183333799959
2022-04-11,2022-04-14,2022-05-06,54,1.0296185955154213,0.5809024599044937,1.0056564133718002,0.630286342083107,0.8365423961802185
2022-04-14,2022-04-22,2022-05-13,54,0.9681970149984144,0.8219267687545389,0.9657366464706542,0.8241569613358668,0.9679322266179301
2022-05-24,2022-05-27,2022-06-17,54,1.1734034358952519,0.7769109582644509,1.1645451458931209,0.7824338664609163,0.9637289507116762
2022-06-07,2022-06-10,2022-07-01,53,0.9940520981092581,0.7095133630764026,0.9676702900302794,0.7364079269204904,0.8127623224412144
2022-07-11,2022-07-15,2022-08-05,52,1.0949945042525275,0.8190092511167401,1.0588086033739719,0.9386244578511265,0.43547307023579845
2022-08-25,2022-08-26,2022-09-16,48,0.9776410624489901,0.8108261783105166,0.9532572840561382,0.8719946384700314,0.48714265520006245
2022-10-10,2022-10-14,2022-11-04,47,1.208301912160064,0.7029856480816075,1.193060132454405,0.7311761035700809,0.9140494017675452
2022-10-17,2022-10-21,2022-11-11,48,1.40670596589656,1.2244692046480607,1.394974144927459,1.2433257655966288,0.8321503207799091
2022-10-19,2022-10-21,2022-11-11,48,1.3061054952621578,1.0825798578622308,1.3035515444676757,1.0841255993113135,0.98165896184772
2022-10-24,2022-10-28,2022-11-18,50,1.362737854876417,0.7688297457226921,1.3484077121535287,0.786129045752056,0.9467435411896937
2022-10-25,2022-10-28,2022-11-18,50,1.5999276551988015,1.0827082458131514,1.5765450477643983,1.1017913973570217,0.9178960452611125
2022-11-18,2022-11-25,2022-12-16,58,1.1326778450432256,0.5571506065955044,1.1290241055873609,0.5698665073910166,0.9715571407262528
2022-11-29,2022-12-02,2022-12-23,59,1.5173298573972271,1.250897723157491,1.5007207690289557,1.2707272475978473,0.8632349175424903
2022-12-07,2022-12-09,2022-12-30,62,0.9956047811040681,0.6323021378183972,0.9854750377482273,0.6430543591738173,0.942521847563765
2022-12-27,2022-12-30,2023-01-20,60,0.9150435570465021,0.48081211027271037,0.9039200787937284,0.49502748375874045,0.9416466680912592
2022-12-29,2022-12-30,2023-01-20,60,0.8192793146678485,0.6310449527961667,0.8109018370445267,0.6445914659787518,0.8835282220105357
2023-01-23,2023-01-27,2023-02-17,59,1.3104497030126385,0.7260737055370323,1.3029967326877179,0.735156221673797,0.9717040286851009
2023-01-25,2023-01-27,2023-02-17,59,1.3925045084175858,0.8143691540958179,1.3866858223365308,0.818104901277573,0.9834737087234205
2023-01-26,2023-01-27,2023-02-17,59,1.2523611138620414,0.7223653909408272,1.243447289928405,0.7255151829034047,0.977238276886987
2023-02-09,2023-02-10,2023-03-03,60,1.3377999174691173,1.2534758736138576,1.3370463721587056,1.256231735590991,0.9583818905368314
2023-02-10,2023-02-17,2023-03-10,61,1.1454391373655197,0.7924753268400588,1.1321215949366794,0.8102758554033105,0.9118377860161749
