time0,time1,time2,strike,MOT_max,MOT_min,McCormick_max,McCormick_min,Ratios
2022-03-03,2022-03-04,2022-03-11,113,1.714687350158998,0.4769955042251928,1.6909449946359205,0.4998841756829185,0.9623242028021753
2022-03-23,2022-03-25,2022-04-01,116,1.6710845434202573,0.4921461311245638,1.6576617136196985,0.5132737037743391,0.9706936324323714
2022-03-29,2022-04-01,2022-04-08,116,1.696640997007415,0.6481420135361398,1.6747230208495012,0.6824211066565162,0.9464023616959187
2022-04-13,2022-04-14,2022-04-22,105,1.9105628058843642,0.8740513288603246,1.8677009885263396,0.9354950550281196,0.8993686554969033
2022-04-20,2022-04-22,2022-04-29,110,1.903027348494345,1.1841903202891544,1.8848353175527153,1.2013887069635936,0.950767119350498
2022-05-04,2022-05-06,2022-05-13,107,1.6215600737187315,0.4659386914395501,1.6170583134309904,0.4740442179567217,0.98909046942343
2022-05-19,2022-05-20,2022-05-27,99,1.6171969855884778,0.4928359697070365,1.6008854881119705,0.5229890377796185,0.9586746917646701
2022-05-25,2022-05-27,2022-06-03,104,1.9691390472569281,0.8790915495760938,1.9544429188883208,0.9036812707058455,0.9639595067353094
2022-05-31,2022-06-03,2022-06-10,109,1.7196265580703618,0.5470818110635502,1.7130417036219538,0.5568679752357254,0.9860380436120892
2022-06-08,2022-06-10,2022-06-17,105,1.8414389488872076,0.7629071366492396,1.8304834611460161,0.7841403780249415,0.9701550489733807
2022-08-11,2022-08-12,2022-08-19,105,1.049013877881544,0.32260816186004193,1.0439208011589887,0.32922087505171777,0.9838853279151718
2022-08-25,2022-08-26,2022-09-02,104,1.1453728756008963,0.4604162824102018,1.1362099790892166,0.4762688191216849,0.9634788051215994
2022-09-06,2022-09-09,2022-09-16,99,1.885085176497525,0.741525159681209,1.8617583734385998,0.7847708633771531,0.9417848597573325
2022-09-14,2022-09-16,2022-09-23,101,1.8141867034378956,0.7971715828214837,1.7990080290664556,0.8121885445986187,0.9703095504319805
2022-11-10,2022-11-11,2022-11-18,111,1.706368655761394,0.9955977063425322,1.6956255223873162,1.0120963704767774,0.9616728883888738
2023-01-25,2023-01-27,2023-02-03,117,1.3859366714537489,0.4759571656794428,1.3805670951248068,0.48486400599958696,0.9843112767282177
2023-01-26,2023-01-27,2023-02-03,118,1.1005794905120203,0.3541634417456401,1.0951644946394705,0.3646816840182103,0.9786536768984894
2023-02-16,2023-02-17,2023-02-24,120,1.4187972755966365,0.8593399679012049,1.391309873832944,0.8828251786444546,0.9088891827744401
