time0,time1,time2,strike,MOT_max,MOT_min,McCormick_max,McCormick_min,Ratios
2022-03-02,2022-03-04,2022-04-01,51,1.3633986293450073,1.0015012908048477,1.3598559366338352,1.006362031305679,0.9767795108803465
2022-03-15,2022-03-18,2022-04-14,50,0.933570326288136,0.3542275501183449,0.925765154501676,0.3660952751812026,0.966042733838193
2022-03-17,2022-03-18,2022-04-14,51,0.6258597868098124,0.5978562748705072,0.6097669220806937,0.6034751247188413,0.2246788679751745
2022-04-21,2022-04-22,2022-05-20,54,1.2168865320077904,0.8211241269134268,1.213309556370643,0.8280662568268312,0.9734206548799309
2022-05-19,2022-05-20,2022-06-17,53,0.9550030220381007,0.648909495589058,0.9443578651914184,0.664318364184517,0.9148821415977294
2022-05-25,2022-05-27,2022-06-24,54,1.3852869106612338,1.221657266660554,1.381408638394335,1.2271049680607917,0.9430055982576252
2022-06-16,2022-06-17,2022-07-15,49,1.2845565488903767,0.7974674917088642,1.2706569731909467,0.8223661260697717,0.9203467836357502
2022-06-24,2022-07-01,2022-07-29,53,1.0653163716761405,0.9526958504033668,1.0516218648730336,0.9909510073013112,0.5387193815661165
2022-08-30,2022-09-02,2022-09-30,47,1.1818406335229583,0.9580853813529517,1.1317720430445097,1.0242736066616671,0.48042866185400906
2022-10-05,2022-10-07,2022-11-04,47,1.5741584927601555,1.234143687795264,1.566317791244045,1.2397902064518682,0.9603334326159492
2022-10-17,2022-10-21,2022-11-18,48,1.6505026057673917,0.9400204466433403,1.6404327385098176,0.9546098249725853,0.9652922381369557
2022-10-18,2022-10-21,2022-11-18,49,1.1121129900330298,0.33670692041208566,1.0957009332545782,0.3506866954959511,0.9608052695832339
2022-10-19,2022-10-21,2022-11-18,48,1.5061059536922041,0.8709611592827252,1.5018561516096292,0.8763739928693768,0.9847867198876906
2022-10-31,2022-11-04,2022-12-02,55,1.587762783848817,1.1516529736170644,1.5741975000880606,1.1612056720866648,0.9469904558714884
2022-11-01,2022-11-04,2022-12-02,56,1.3515809320607972,0.6511421207709095,1.344700875577801,0.6546397284967777,0.9851840531369849
2022-11-17,2022-11-18,2022-12-16,58,0.966613940809497,0.4678669948885689,0.9584623806868857,0.4775065985234659,0.9643282752846593
2022-11-25,2022-12-02,2022-12-30,60,1.1596074035897683,0.5574547074801403,1.1554356323881492,0.5616242566522638,0.9861474997494256
2022-12-02,2022-12-09,2023-01-06,62,1.245707939843684,0.7461400062140746,1.235522300365607,0.7638987578923512,0.9440628805909865
2022-12-07,2022-12-09,2023-01-06,62,1.2478092669433085,0.7188798587643345,1.2434554123913266,0.7235938686731369,0.9828561915435868
2022-12-27,2022-12-30,2023-01-27,60,1.0300283299230302,0.7901632370641439,1.0108484606097345,0.8254341111740225,0.7729942995281608
2023-01-13,2023-01-20,2023-02-17,60,1.7746642885051245,1.1560647089485003,1.7697059369026698,1.1603742338379492,0.98501797156321
2023-01-17,2023-01-20,2023-02-17,60,1.4940352266412908,0.8206295637201224,1.490069609766353,0.8245860427195704,0.9882357747928336
2023-01-18,2023-01-20,2023-02-17,59,1.382362416680908,0.8273113578906575,1.3759321686287649,0.8314899985593766,0.9808866435747647
2023-01-19,2023-01-20,2023-02-17,59,1.4018434159718218,0.9583091380838862,1.3809900836291285,0.9976481524604536,0.8642893013683396
2023-01-25,2023-01-27,2023-02-24,59,1.453695024048491,0.9888948367984889,1.4498979770733516,0.9935254381693606,0.9818682337546519
2023-01-26,2023-01-27,2023-02-24,59,1.1833895678825728,0.9367347047216473,1.1664478389991437,0.9765285202921856,0.7699800290702102
2023-02-09,2023-02-10,2023-03-10,60,1.3534229052948503,1.224113810722238,1.3495374785727154,1.233612780516699,0.8964929994998924
2023-02-13,2023-02-17,2023-03-17,61,1.5731103144830874,0.9821255963060627,1.565388374334817,0.9885918841833463,0.9759922251977688
2023-02-14,2023-02-17,2023-03-17,60,1.5019370417218603,1.0035984038110481,1.4976611041068437,1.0141508666099124,0.9702443292857122
