time0,time1,time2,strike,MOT_max,MOT_min,McCormick_max,McCormick_min,Ratios
2022-02-28,2022-03-04,2022-04-01,50,1.8726703890367444,1.396689724014359,1.87086538064757,1.4041486997179318,0.980537057965765
2022-03-01,2022-03-04,2022-04-01,50,1.8007317594514933,1.3098949786071532,1.7986418067485481,1.3147840293246442,0.9857814171781689
2022-03-02,2022-03-04,2022-04-01,51,1.4749387129669234,0.9152558455849296,1.4710703700692986,0.9215704540375389,0.9818058548086948
2022-03-03,2022-03-04,2022-04-01,51,1.2742189296009752,0.8720936917602836,1.256606147386964,0.8842191162166742,0.9260474004812826
2022-03-04,2022-03-11,2022-04-08,50,2.2307241579074066,1.7905620250222687,2.2238679702451405,1.7949489153203686,0.9744569622864401
2022-03-07,2022-03-11,2022-04-08,49,2.15091970004879,1.749118828631923,2.1398778252211974,1.7576521080401717,0.951281454002791
2022-03-08,2022-03-11,2022-04-08,49,1.63300914246997,1.360979029230823,1.6284837348500703,1.3647978152170224,0.9693262135329719
2022-03-09,2022-03-11,2022-04-08,49,1.7625302213971579,1.514336145239317,1.7511357635925862,1.5182672870266565,0.9382515496374505
2022-03-10,2022-03-11,2022-04-08,49,1.1084888618906803,0.8776653308235961,1.1057398872572217,0.8819106648082379,0.9696984593131989
2022-03-11,2022-03-18,2022-04-14,48,1.6606867621408636,1.3177065906937753,1.6417898413446914,1.3177065906937708,0.9449037513846977
2022-03-14,2022-03-18,2022-04-14,49,1.366445560020528,0.5745145504286433,1.3606425322682627,0.5820927155584759,0.9831030825665056
2022-03-15,2022-03-18,2022-04-14,50,0.9893048730647633,0.21367749479326434,0.9837261592075897,0.2350305854149605,0.9652773932002144
2022-03-16,2022-03-18,2022-04-14,50,0.8487673094287226,0.23705886823001288,0.845784724110477,0.2575315040631539,0.9616562081350006
2022-03-17,2022-03-18,2022-04-14,51,0.865348518412299,0.2974273732192322,0.8462760042571112,0.3032984946578105,0.956079051106142
2022-03-18,2022-03-25,2022-04-22,51,1.1047272481856265,0.48799295678049576,1.1008035433469858,0.5036477390919821,0.9682545831762968
2022-03-21,2022-03-25,2022-04-22,51,0.9262940819893294,0.4490775403518797,0.9262940819888702,0.4585403450323609,0.9801708368103269
2022-03-22,2022-03-25,2022-04-22,51,1.1139529683757923,0.8241915261016205,1.0991097819567381,0.8283594381079089,0.9343905169848158
2022-03-23,2022-03-25,2022-04-22,50,1.4013280545817148,1.1180461729342097,1.3948005321444676,1.121949159754526,0.9631797515714671
2022-03-24,2022-03-25,2022-04-22,51,0.7777575868367183,0.35857117512614495,0.763240463884963,0.37346206655561925,0.9298450198773756
2022-03-25,2022-04-01,2022-04-29,51,1.0336676107347709,0.4661205666386919,1.0332610432870808,0.496314890765669,0.9460821937265049
2022-03-28,2022-04-01,2022-04-29,51,1.0045365182080779,0.5754806375596254,1.0012540549242632,0.588821927829449,0.9612550385546191
2022-03-29,2022-04-01,2022-04-29,51,1.3791085636383449,1.1973078862661324,1.375714858052961,1.2019982706279846,0.9555332242756995
2022-03-30,2022-04-01,2022-04-29,51,1.1631405031899724,1.010086553729493,1.1616734690085744,1.0130222013757535,0.9712344448269503
2022-03-31,2022-04-01,2022-04-29,51,1.1300902268181274,0.922483418761704,1.1135911172263393,0.9327065376708795,0.8712844306449669
2022-04-01,2022-04-08,2022-05-06,51,1.4522045275481044,0.9339421502298976,1.4509327942646348,0.9394622762596866,0.9868949404577588
2022-04-04,2022-04-08,2022-05-06,52,0.9614606048933756,0.5643543209209075,0.9550311825710545,0.5847878088065654,0.9323533489844208
2022-04-05,2022-04-08,2022-05-06,52,0.9087249321862337,0.500444302243666,0.9085557334673001,0.5137435453082752,0.9670118031672544
2022-04-06,2022-04-08,2022-05-06,53,0.9897538468184219,0.592839248697332,0.9779979139469178,0.6075036336970373,0.9334357617576232
2022-04-07,2022-04-08,2022-05-06,53,1.258817415640215,0.9720129643427455,1.2560490388454548,0.9773482795645355,0.9717448875709913
2022-04-08,2022-04-14,2022-05-13,54,1.3719942466547128,0.7786900908920309,1.3676923678342383,0.7902607505887053,0.9732472150026574
2022-04-11,2022-04-14,2022-05-13,54,1.229087939397352,0.6740580891148636,1.2276072675088214,0.68180951736069,0.9833664799656125
2022-04-12,2022-04-14,2022-05-13,54,1.070640583212896,0.5759755170628594,1.0641064765710742,0.5787029356249033,0.9812771795753683
2022-04-13,2022-04-14,2022-05-13,54,1.052641836078186,0.6382310906666391,1.0513601065647649,0.6520711966029872,0.9635100305259897
2022-04-14,2022-04-22,2022-05-20,54,1.1057471681937119,0.33913729552958644,1.0989034405195595,0.3547391546225406,0.9707209787305456
2022-04-18,2022-04-22,2022-05-20,53,1.5044769524244408,0.9604631587575446,1.5020941998273762,0.9604631587575445,0.9956200511369323
2022-04-19,2022-04-22,2022-05-20,54,1.0691776121918353,0.5129226137061544,1.0563663185836472,0.5315292093790823,0.9435189088338147
2022-04-20,2022-04-22,2022-05-20,54,1.312508369165461,0.7723174973929249,1.2978479585176186,0.7801166618534234,0.9584228903486575
2022-04-21,2022-04-22,2022-05-20,54,1.2829720575718213,0.7605758660196159,1.2769372078925878,0.7625643206862911,0.9846413421926586
2022-04-22,2022-04-29,2022-05-27,53,1.6705287523572907,0.9343831194446524,1.6695491886289409,0.9445893216873179,0.9848049550647231
2022-04-25,2022-04-29,2022-05-27,53,1.9049707119658772,1.2024749709610052,1.9001454951238896,1.2101147499900125,0.9822561260611139
